OrderID,ProductID,Quantity,UnitPrice,Discount,NetAmount,CategoryID,ProductName,CategoryName
10263,24,28,$3.60 ,0,100.8000031,1,Guaraná Fantástica,Beverages
10263,16,60,$13.90 ,0.25,625.5,3,Pavlova,Confections
10263,74,36,$8.00 ,0.25,216,7,Longlife Tofu,Produce
10263,30,60,$20.70 ,0.25,931.5,8,Nord-Ost Matjeshering,Seafood
10264,2,35,$15.20 ,0,532,1,Chang,Beverages
10264,41,25,$7.70 ,0.150000006,163.625,8,Jack's New England Clam Chowder,Seafood
10265,70,20,$12.00 ,0,240,1,Outback Lager,Beverages
10265,17,30,$31.20 ,0,936,6,Alice Mutton,Meat/Poultry
10266,12,12,$30.40 ,0.050000001,346.5599976,4,Queso Manchego La Pastora,Dairy Products
10267,76,15,$14.40 ,0.150000006,183.6000061,1,Lakkalikööri,Beverages
10267,59,70,$44.00 ,0.150000006,2618,4,Raclette Courdavault,Dairy Products
10267,40,50,$14.70 ,0,735,8,Boston Crab Meat,Seafood
10268,72,4,$27.80 ,0,111.1999969,4,Mozzarella di Giovanni,Dairy Products
10268,29,10,$99.00 ,0,990,6,Thüringer Rostbratwurst,Meat/Poultry
10269,33,60,$2.00 ,0.050000001,114,4,Geitost,Dairy Products
10269,72,20,$27.80 ,0.050000001,528.2000122,4,Mozzarella di Giovanni,Dairy Products
10270,43,25,$36.80 ,0,920,1,Ipoh Coffee,Beverages
10270,36,30,$15.20 ,0,456,8,Inlagd Sill,Seafood
10271,33,24,$2.00 ,0,48,4,Geitost,Dairy Products
10272,20,6,$64.80 ,0,388.7999878,3,Sir Rodney's Marmalade,Confections
10272,31,40,$10.00 ,0,400,4,Gorgonzola Telino,Dairy Products
10272,72,24,$27.80 ,0,667.2000122,4,Mozzarella di Giovanni,Dairy Products
10273,76,33,$14.40 ,0.050000001,451.4400024,1,Lakkalikööri,Beverages
10273,31,15,$10.00 ,0.050000001,142.5,4,Gorgonzola Telino,Dairy Products
10273,33,20,$2.00 ,0,40,4,Geitost,Dairy Products
10273,10,24,$24.80 ,0.050000001,565.4400024,8,Ikura,Seafood
10273,40,60,$14.70 ,0.050000001,837.8999634,8,Boston Crab Meat,Seafood
10274,71,20,$17.20 ,0,344,4,Flotemysost,Dairy Products
10274,72,7,$27.80 ,0,194.6000061,4,Mozzarella di Giovanni,Dairy Products
10275,24,12,$3.60 ,0.050000001,41.04000092,1,Guaraná Fantástica,Beverages
10275,59,6,$44.00 ,0.050000001,250.8000031,4,Raclette Courdavault,Dairy Products
10276,10,15,$24.80 ,0,372,8,Ikura,Seafood
10276,13,10,$4.80 ,0,48,8,Konbu,Seafood
10277,62,12,$39.40 ,0,472.7999878,3,Tarte au sucre,Confections
10277,28,20,$36.40 ,0,728,7,Rössle Sauerkraut,Produce
10278,44,16,$15.50 ,0,248,2,Gula Malacca,Condiments
10278,63,8,$35.10 ,0,280.7999878,2,Vegie-spread,Condiments
10278,59,15,$44.00 ,0,660,4,Raclette Courdavault,Dairy Products
10278,73,25,$12.00 ,0,300,8,Röd Kaviar,Seafood
10279,17,15,$31.20 ,0.25,351,6,Alice Mutton,Meat/Poultry
10280,24,12,$3.60 ,0,43.20000076,1,Guaraná Fantástica,Beverages
10280,75,30,$6.20 ,0,186,1,Rhönbräu Klosterbier,Beverages
10280,55,20,$19.20 ,0,384,6,Pâté chinois,Meat/Poultry
10281,24,6,$3.60 ,0,21.60000038,1,Guaraná Fantástica,Beverages
10281,35,4,$14.40 ,0,57.59999847,1,Steeleye Stout,Beverages
10281,19,1,$7.30 ,0,7.300000191,3,Teatime Chocolate Biscuits,Confections
10282,57,2,$15.60 ,0,31.20000076,5,Ravioli Angelo,Grains/Cereals
10282,30,6,$20.70 ,0,124.1999969,8,Nord-Ost Matjeshering,Seafood
10283,15,20,$12.40 ,0,248,2,Genen Shouyu,Condiments
10283,19,18,$7.30 ,0,131.3999939,3,Teatime Chocolate Biscuits,Confections
10283,60,35,$27.20 ,0,952,4,Camembert Pierrot,Dairy Products
10283,72,3,$27.80 ,0,83.40000153,4,Mozzarella di Giovanni,Dairy Products
10284,67,5,$11.20 ,0.25,42,1,Laughing Lumberjack Lager,Beverages
10284,44,21,$15.50 ,0,325.5,2,Gula Malacca,Condiments
10284,27,15,$35.10 ,0.25,394.875,3,Schoggi Schokolade,Confections
10284,60,20,$27.20 ,0.25,408,4,Camembert Pierrot,Dairy Products
10285,1,45,$14.40 ,0.200000003,518.4000244,1,Chai,Beverages
10285,53,36,$26.20 ,0.200000003,754.5599976,6,Perth Pasties,Meat/Poultry
10285,40,40,$14.70 ,0.200000003,470.3999939,8,Boston Crab Meat,Seafood
10286,35,100,$14.40 ,0,1440,1,Steeleye Stout,Beverages
10286,62,40,$39.40 ,0,1576,3,Tarte au sucre,Confections
10287,34,20,$11.20 ,0,224,1,Sasquatch Ale,Beverages
10287,16,40,$13.90 ,0.150000006,472.6000061,3,Pavlova,Confections
10287,46,15,$9.60 ,0.150000006,122.4000015,8,Spegesild,Seafood
10288,68,3,$10.00 ,0.100000001,27,3,Scottish Longbreads,Confections
10288,54,10,$5.90 ,0.100000001,53.09999847,6,Tourtière,Meat/Poultry
10289,3,30,$8.00 ,0,240,2,Aniseed Syrup,Condiments
10289,64,9,$26.60 ,0,239.3999939,5,Wimmers gute Semmelknödel,Grains/Cereals
10290,5,20,$17.00 ,0,340,2,Chef Anton's Gumbo Mix,Condiments
10290,77,10,$10.40 ,0,104,2,Original Frankfurter grüne Soße,Condiments
10290,49,15,$16.00 ,0,240,3,Maxilaku,Confections
10290,29,15,$99.00 ,0,1485,6,Thüringer Rostbratwurst,Meat/Poultry
10291,44,24,$15.50 ,0.100000001,334.7999878,2,Gula Malacca,Condiments
10291,51,2,$42.40 ,0.100000001,76.31999969,7,Manjimup Dried Apples,Produce
10291,13,20,$4.80 ,0.100000001,86.3999939,8,Konbu,Seafood
10292,20,20,$64.80 ,0,1296,3,Sir Rodney's Marmalade,Confections
10293,24,10,$3.60 ,0,36,1,Guaraná Fantástica,Beverages
10293,75,6,$6.20 ,0,37.20000076,1,Rhönbräu Klosterbier,Beverages
10293,63,5,$35.10 ,0,175.5,2,Vegie-spread,Condiments
10293,18,12,$50.00 ,0,600,8,Carnarvon Tigers,Seafood
10294,1,18,$14.40 ,0,259.2000122,1,Chai,Beverages
10294,43,15,$36.80 ,0,552,1,Ipoh Coffee,Beverages
10294,75,6,$6.20 ,0,37.20000076,1,Rhönbräu Klosterbier,Beverages
10294,60,21,$27.20 ,0,571.2000122,4,Camembert Pierrot,Dairy Products
10294,17,15,$31.20 ,0,468,6,Alice Mutton,Meat/Poultry
10295,56,4,$30.40 ,0,121.5999985,5,Gnocchi di nonna Alice,Grains/Cereals
10296,16,30,$13.90 ,0,417,3,Pavlova,Confections
10296,11,12,$16.80 ,0,201.6000061,4,Queso Cabrales,Dairy Products
10296,69,15,$28.80 ,0,432,4,Gudbrandsdalsost,Dairy Products
10297,39,60,$14.40 ,0,864,1,Chartreuse verte,Beverages
10297,72,20,$27.80 ,0,556,4,Mozzarella di Giovanni,Dairy Products
10298,2,40,$15.20 ,0,608,1,Chang,Beverages
10298,62,15,$39.40 ,0,591,3,Tarte au sucre,Confections
10298,59,30,$44.00 ,0.25,990,4,Raclette Courdavault,Dairy Products
10298,36,40,$15.20 ,0.25,456,8,Inlagd Sill,Seafood
10299,70,20,$12.00 ,0,240,1,Outback Lager,Beverages
10299,19,15,$7.30 ,0,109.5,3,Teatime Chocolate Biscuits,Confections
10300,66,30,$13.60 ,0,408,2,Louisiana Hot Spiced Okra,Condiments
10300,68,20,$10.00 ,0,200,3,Scottish Longbreads,Confections
10301,56,20,$30.40 ,0,608,5,Gnocchi di nonna Alice,Grains/Cereals
10301,40,10,$14.70 ,0,147,8,Boston Crab Meat,Seafood
10302,43,12,$36.80 ,0,441.6000061,1,Ipoh Coffee,Beverages
10302,17,40,$31.20 ,0,1248,6,Alice Mutton,Meat/Poultry
10302,28,28,$36.40 ,0,1019.200012,7,Rössle Sauerkraut,Produce
10303,65,30,$16.80 ,0.100000001,453.5999756,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10303,68,15,$10.00 ,0.100000001,135,3,Scottish Longbreads,Confections
10303,40,40,$14.70 ,0.100000001,529.2000122,8,Boston Crab Meat,Seafood
10304,49,30,$16.00 ,0,480,3,Maxilaku,Confections
10304,59,10,$44.00 ,0,440,4,Raclette Courdavault,Dairy Products
10304,71,2,$17.20 ,0,34.40000153,4,Flotemysost,Dairy Products
10305,39,30,$14.40 ,0.100000001,388.7999878,1,Chartreuse verte,Beverages
10305,29,25,$99.00 ,0.100000001,2227.5,6,Thüringer Rostbratwurst,Meat/Poultry
10305,18,25,$50.00 ,0.100000001,1125,8,Carnarvon Tigers,Seafood
10306,53,10,$26.20 ,0,262,6,Perth Pasties,Meat/Poultry
10306,54,5,$5.90 ,0,29.5,6,Tourtière,Meat/Poultry
10306,30,10,$20.70 ,0,207,8,Nord-Ost Matjeshering,Seafood
10307,62,10,$39.40 ,0,394,3,Tarte au sucre,Confections
10307,68,3,$10.00 ,0,30,3,Scottish Longbreads,Confections
10308,70,5,$12.00 ,0,60,1,Outback Lager,Beverages
10308,69,1,$28.80 ,0,28.79999924,4,Gudbrandsdalsost,Dairy Products
10309,43,20,$36.80 ,0,736,1,Ipoh Coffee,Beverages
10309,4,20,$17.60 ,0,352,2,Chef Anton's Cajun Seasoning,Condiments
10309,6,30,$20.00 ,0,600,2,Grandma's Boysenberry Spread,Condiments
10309,71,3,$17.20 ,0,51.59999847,4,Flotemysost,Dairy Products
10309,42,2,$11.20 ,0,22.39999962,5,Singaporean Hokkien Fried Mee,Grains/Cereals
10310,16,10,$13.90 ,0,139,3,Pavlova,Confections
10310,62,5,$39.40 ,0,197,3,Tarte au sucre,Confections
10311,69,7,$28.80 ,0,201.6000061,4,Gudbrandsdalsost,Dairy Products
10311,42,6,$11.20 ,0,67.19999695,5,Singaporean Hokkien Fried Mee,Grains/Cereals
10312,43,24,$36.80 ,0,883.2000122,1,Ipoh Coffee,Beverages
10312,75,10,$6.20 ,0,62,1,Rhönbräu Klosterbier,Beverages
10312,53,20,$26.20 ,0,524,6,Perth Pasties,Meat/Poultry
10312,28,4,$36.40 ,0,145.6000061,7,Rössle Sauerkraut,Produce
10313,36,12,$15.20 ,0,182.3999939,8,Inlagd Sill,Seafood
10314,62,25,$39.40 ,0.100000001,886.5,3,Tarte au sucre,Confections
10314,32,40,$25.60 ,0.100000001,921.5999756,4,Mascarpone Fabioli,Dairy Products
10314,58,30,$10.60 ,0.100000001,286.1999817,8,Escargots de Bourgogne,Seafood
10315,34,14,$11.20 ,0,156.8000031,1,Sasquatch Ale,Beverages
10315,70,30,$12.00 ,0,360,1,Outback Lager,Beverages
10316,62,70,$39.40 ,0,2758,3,Tarte au sucre,Confections
10316,41,10,$7.70 ,0,77,8,Jack's New England Clam Chowder,Seafood
10317,1,20,$14.40 ,0,288,1,Chai,Beverages
10318,76,6,$14.40 ,0,86.40000153,1,Lakkalikööri,Beverages
10318,41,20,$7.70 ,0,154,8,Jack's New England Clam Chowder,Seafood
10319,76,30,$14.40 ,0,432,1,Lakkalikööri,Beverages
10319,17,8,$31.20 ,0,249.6000061,6,Alice Mutton,Meat/Poultry
10319,28,14,$36.40 ,0,509.6000061,7,Rössle Sauerkraut,Produce
10320,71,30,$17.20 ,0,516,4,Flotemysost,Dairy Products
10321,35,10,$14.40 ,0,144,1,Steeleye Stout,Beverages
10322,52,20,$5.60 ,0,112,5,Filo Mix,Grains/Cereals
10323,39,4,$14.40 ,0,57.59999847,1,Chartreuse verte,Beverages
10323,15,5,$12.40 ,0,62,2,Genen Shouyu,Condiments
10323,25,4,$11.20 ,0,44.79999924,3,NuNuCa Nuß-Nougat-Creme,Confections
10324,35,70,$14.40 ,0.150000006,856.8000488,1,Steeleye Stout,Beverages
10324,63,80,$35.10 ,0.150000006,2386.800049,2,Vegie-spread,Condiments
10324,16,21,$13.90 ,0.150000006,248.1150055,3,Pavlova,Confections
10324,59,40,$44.00 ,0.150000006,1496,4,Raclette Courdavault,Dairy Products
10324,46,30,$9.60 ,0,288,8,Spegesild,Seafood
10325,6,6,$20.00 ,0,120,2,Grandma's Boysenberry Spread,Condiments
10325,31,4,$10.00 ,0,40,4,Gorgonzola Telino,Dairy Products
10325,72,40,$27.80 ,0,1112,4,Mozzarella di Giovanni,Dairy Products
10325,14,9,$18.60 ,0,167.3999939,7,Tofu,Produce
10325,13,12,$4.80 ,0,57.59999847,8,Konbu,Seafood
10326,75,50,$6.20 ,0,310,1,Rhönbräu Klosterbier,Beverages
10326,4,24,$17.60 ,0,422.3999939,2,Chef Anton's Cajun Seasoning,Condiments
10326,57,16,$15.60 ,0,249.6000061,5,Ravioli Angelo,Grains/Cereals
10327,2,25,$15.20 ,0.200000003,304,1,Chang,Beverages
10327,11,50,$16.80 ,0.200000003,672,4,Queso Cabrales,Dairy Products
10327,30,35,$20.70 ,0.200000003,579.6000366,8,Nord-Ost Matjeshering,Seafood
10327,58,30,$10.60 ,0.200000003,254.4000092,8,Escargots de Bourgogne,Seafood
10328,65,40,$16.80 ,0,672,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10328,68,10,$10.00 ,0,100,3,Scottish Longbreads,Confections
10328,59,9,$44.00 ,0,396,4,Raclette Courdavault,Dairy Products
10329,38,20,$210.80 ,0.050000001,4005.199951,1,Côte de Blaye,Beverages
10329,19,10,$7.30 ,0.050000001,69.34999847,3,Teatime Chocolate Biscuits,Confections
10329,56,12,$30.40 ,0.050000001,346.5599976,5,Gnocchi di nonna Alice,Grains/Cereals
10329,30,8,$20.70 ,0.050000001,157.3200073,8,Nord-Ost Matjeshering,Seafood
10330,26,50,$24.90 ,0.150000006,1058.25,3,Gumbär Gummibärchen,Confections
10330,72,25,$27.80 ,0.150000006,590.75,4,Mozzarella di Giovanni,Dairy Products
10331,54,15,$5.90 ,0,88.5,6,Tourtière,Meat/Poultry
10332,47,16,$7.60 ,0.200000003,97.27999878,3,Zaanse koeken,Confections
10332,42,10,$11.20 ,0.200000003,89.59999847,5,Singaporean Hokkien Fried Mee,Grains/Cereals
10332,18,40,$50.00 ,0.200000003,1600,8,Carnarvon Tigers,Seafood
10333,21,10,$8.00 ,0.100000001,72,3,Sir Rodney's Scones,Confections
10333,71,40,$17.20 ,0.100000001,619.2000122,4,Flotemysost,Dairy Products
10333,14,10,$18.60 ,0,186,7,Tofu,Produce
10334,68,10,$10.00 ,0,100,3,Scottish Longbreads,Confections
10334,52,8,$5.60 ,0,44.79999924,5,Filo Mix,Grains/Cereals
10335,2,7,$15.20 ,0.200000003,85.12000275,1,Chang,Beverages
10335,31,25,$10.00 ,0.200000003,200,4,Gorgonzola Telino,Dairy Products
10335,32,6,$25.60 ,0.200000003,122.8800049,4,Mascarpone Fabioli,Dairy Products
10335,51,48,$42.40 ,0.200000003,1628.160034,7,Manjimup Dried Apples,Produce
10336,4,18,$17.60 ,0.100000001,285.1199951,2,Chef Anton's Cajun Seasoning,Condiments
10337,26,24,$24.90 ,0,597.5999756,3,Gumbär Gummibärchen,Confections
10337,72,25,$27.80 ,0,695,4,Mozzarella di Giovanni,Dairy Products
10337,23,40,$7.20 ,0,288,5,Tunnbröd,Grains/Cereals
10337,36,20,$15.20 ,0,304,8,Inlagd Sill,Seafood
10337,37,28,$20.80 ,0,582.4000244,8,Gravad lax,Seafood
10338,17,20,$31.20 ,0,624,6,Alice Mutton,Meat/Poultry
10338,30,15,$20.70 ,0,310.5,8,Nord-Ost Matjeshering,Seafood
10339,4,10,$17.60 ,0,176,2,Chef Anton's Cajun Seasoning,Condiments
10339,62,28,$39.40 ,0,1103.199951,3,Tarte au sucre,Confections
10339,17,70,$31.20 ,0.050000001,2074.800049,6,Alice Mutton,Meat/Poultry
10340,43,40,$36.80 ,0.050000001,1398.400024,1,Ipoh Coffee,Beverages
10340,18,20,$50.00 ,0.050000001,950,8,Carnarvon Tigers,Seafood
10340,41,12,$7.70 ,0.050000001,87.77999878,8,Jack's New England Clam Chowder,Seafood
10341,33,8,$2.00 ,0,16,4,Geitost,Dairy Products
10341,59,9,$44.00 ,0.150000006,336.6000061,4,Raclette Courdavault,Dairy Products
10342,2,24,$15.20 ,0.200000003,291.8399963,1,Chang,Beverages
10342,31,56,$10.00 ,0.200000003,448,4,Gorgonzola Telino,Dairy Products
10342,55,40,$19.20 ,0.200000003,614.4000244,6,Pâté chinois,Meat/Poultry
10342,36,40,$15.20 ,0.200000003,486.3999939,8,Inlagd Sill,Seafood
10343,76,15,$14.40 ,0,216,1,Lakkalikööri,Beverages
10343,68,4,$10.00 ,0.050000001,38,3,Scottish Longbreads,Confections
10343,64,50,$26.60 ,0,1330,5,Wimmers gute Semmelknödel,Grains/Cereals
10344,4,35,$17.60 ,0,616,2,Chef Anton's Cajun Seasoning,Condiments
10344,8,70,$32.00 ,0.25,1680,2,Northwoods Cranberry Sauce,Condiments
10345,8,70,$32.00 ,0,2240,2,Northwoods Cranberry Sauce,Condiments
10345,19,80,$7.30 ,0,584,3,Teatime Chocolate Biscuits,Confections
10345,42,9,$11.20 ,0,100.8000031,5,Singaporean Hokkien Fried Mee,Grains/Cereals
10346,56,20,$30.40 ,0,608,5,Gnocchi di nonna Alice,Grains/Cereals
10346,17,36,$31.20 ,0.100000001,1010.879944,6,Alice Mutton,Meat/Poultry
10347,39,50,$14.40 ,0.150000006,612,1,Chartreuse verte,Beverages
10347,75,6,$6.20 ,0.150000006,31.62000084,1,Rhönbräu Klosterbier,Beverages
10347,25,10,$11.20 ,0,112,3,NuNuCa Nuß-Nougat-Creme,Confections
10347,40,4,$14.70 ,0,58.79999924,8,Boston Crab Meat,Seafood
10348,1,15,$14.40 ,0.150000006,183.6000061,1,Chai,Beverages
10348,23,25,$7.20 ,0,180,5,Tunnbröd,Grains/Cereals
10349,54,24,$5.90 ,0,141.6000061,6,Tourtière,Meat/Poultry
10350,50,15,$13.00 ,0.100000001,175.5,3,Valkoinen suklaa,Confections
10350,69,18,$28.80 ,0.100000001,466.5599976,4,Gudbrandsdalsost,Dairy Products
10351,38,20,$210.80 ,0.050000001,4005.199951,1,Côte de Blaye,Beverages
10351,44,77,$15.50 ,0.050000001,1133.824951,2,Gula Malacca,Condiments
10351,65,10,$16.80 ,0.050000001,159.5999908,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10351,41,13,$7.70 ,0,100.0999985,8,Jack's New England Clam Chowder,Seafood
10352,24,10,$3.60 ,0,36,1,Guaraná Fantástica,Beverages
10352,54,20,$5.90 ,0.150000006,100.3000031,6,Tourtière,Meat/Poultry
10353,38,50,$210.80 ,0.200000003,8432,1,Côte de Blaye,Beverages
10353,11,12,$16.80 ,0.200000003,161.280014,4,Queso Cabrales,Dairy Products
10354,1,12,$14.40 ,0,172.8000031,1,Chai,Beverages
10354,29,4,$99.00 ,0,396,6,Thüringer Rostbratwurst,Meat/Poultry
10355,24,25,$3.60 ,0,90,1,Guaraná Fantástica,Beverages
10355,57,25,$15.60 ,0,390,5,Ravioli Angelo,Grains/Cereals
10356,31,30,$10.00 ,0,300,4,Gorgonzola Telino,Dairy Products
10356,69,20,$28.80 ,0,576,4,Gudbrandsdalsost,Dairy Products
10356,55,12,$19.20 ,0,230.3999939,6,Pâté chinois,Meat/Poultry
10357,26,16,$24.90 ,0,398.3999939,3,Gumbär Gummibärchen,Confections
10357,60,8,$27.20 ,0.200000003,174.0800018,4,Camembert Pierrot,Dairy Products
10357,10,30,$24.80 ,0.200000003,595.2000122,8,Ikura,Seafood
10358,24,10,$3.60 ,0.050000001,34.20000076,1,Guaraná Fantástica,Beverages
10358,34,10,$11.20 ,0.050000001,106.4000015,1,Sasquatch Ale,Beverages
10358,36,20,$15.20 ,0.050000001,288.7999878,8,Inlagd Sill,Seafood
10359,16,56,$13.90 ,0.050000001,739.4800415,3,Pavlova,Confections
10359,31,70,$10.00 ,0.050000001,665,4,Gorgonzola Telino,Dairy Products
10359,60,80,$27.20 ,0.050000001,2067.199951,4,Camembert Pierrot,Dairy Products
10360,38,10,$210.80 ,0,2108,1,Côte de Blaye,Beverages
10360,49,35,$16.00 ,0,560,3,Maxilaku,Confections
10360,29,35,$99.00 ,0,3465,6,Thüringer Rostbratwurst,Meat/Poultry
10360,54,28,$5.90 ,0,165.1999969,6,Tourtière,Meat/Poultry
10360,28,30,$36.40 ,0,1092,7,Rössle Sauerkraut,Produce
10361,39,54,$14.40 ,0.100000001,699.8399658,1,Chartreuse verte,Beverages
10361,60,55,$27.20 ,0.100000001,1346.400024,4,Camembert Pierrot,Dairy Products
10362,25,50,$11.20 ,0,560,3,NuNuCa Nuß-Nougat-Creme,Confections
10362,54,24,$5.90 ,0,141.6000061,6,Tourtière,Meat/Poultry
10362,51,20,$42.40 ,0,848,7,Manjimup Dried Apples,Produce
10363,75,12,$6.20 ,0,74.40000153,1,Rhönbräu Klosterbier,Beverages
10363,76,12,$14.40 ,0,172.8000031,1,Lakkalikööri,Beverages
10363,31,20,$10.00 ,0,200,4,Gorgonzola Telino,Dairy Products
10364,69,30,$28.80 ,0,864,4,Gudbrandsdalsost,Dairy Products
10364,71,5,$17.20 ,0,86,4,Flotemysost,Dairy Products
10365,11,24,$16.80 ,0,403.2000122,4,Queso Cabrales,Dairy Products
10366,65,5,$16.80 ,0,84,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10366,77,5,$10.40 ,0,52,2,Original Frankfurter grüne Soße,Condiments
10367,34,36,$11.20 ,0,403.2000122,1,Sasquatch Ale,Beverages
10367,65,15,$16.80 ,0,252,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10367,77,7,$10.40 ,0,72.80000305,2,Original Frankfurter grüne Soße,Condiments
10367,54,18,$5.90 ,0,106.1999969,6,Tourtière,Meat/Poultry
10368,21,5,$8.00 ,0.100000001,36,3,Sir Rodney's Scones,Confections
10368,57,25,$15.60 ,0,390,5,Ravioli Angelo,Grains/Cereals
10368,64,35,$26.60 ,0.100000001,837.8999634,5,Wimmers gute Semmelknödel,Grains/Cereals
10368,28,13,$36.40 ,0.100000001,425.8800049,7,Rössle Sauerkraut,Produce
10369,56,18,$30.40 ,0.25,410.4000244,5,Gnocchi di nonna Alice,Grains/Cereals
10369,29,20,$99.00 ,0,1980,6,Thüringer Rostbratwurst,Meat/Poultry
10370,1,15,$14.40 ,0.150000006,183.6000061,1,Chai,Beverages
10370,64,30,$26.60 ,0,798,5,Wimmers gute Semmelknödel,Grains/Cereals
10370,74,20,$8.00 ,0.150000006,136,7,Longlife Tofu,Produce
10371,36,6,$15.20 ,0.200000003,72.95999908,8,Inlagd Sill,Seafood
10372,38,40,$210.80 ,0.25,6324,1,Côte de Blaye,Beverages
10372,20,12,$64.80 ,0.25,583.1999512,3,Sir Rodney's Marmalade,Confections
10372,60,70,$27.20 ,0.25,1428,4,Camembert Pierrot,Dairy Products
10372,72,42,$27.80 ,0.25,875.6999512,4,Mozzarella di Giovanni,Dairy Products
10373,71,50,$17.20 ,0.200000003,688,4,Flotemysost,Dairy Products
10373,58,80,$10.60 ,0.200000003,678.4000244,8,Escargots de Bourgogne,Seafood
10374,31,30,$10.00 ,0,300,4,Gorgonzola Telino,Dairy Products
10374,58,15,$10.60 ,0,159,8,Escargots de Bourgogne,Seafood
10375,54,10,$5.90 ,0,59,6,Tourtière,Meat/Poultry
10375,14,15,$18.60 ,0,279,7,Tofu,Produce
10376,31,42,$10.00 ,0.050000001,399,4,Gorgonzola Telino,Dairy Products
10377,39,20,$14.40 ,0.150000006,244.8000031,1,Chartreuse verte,Beverages
10377,28,20,$36.40 ,0.150000006,618.7999878,7,Rössle Sauerkraut,Produce
10378,71,6,$17.20 ,0,103.1999969,4,Flotemysost,Dairy Products
10379,63,16,$35.10 ,0.100000001,505.4399719,2,Vegie-spread,Condiments
10379,65,20,$16.80 ,0.100000001,302.3999939,2,Louisiana Fiery Hot Pepper Sauce,Condiments
10379,41,8,$7.70 ,0.100000001,55.43999863,8,Jack's New England Clam Chowder,Seafood
10380,70,30,$12.00 ,0,360,1,Outback Lager,Beverages
10380,60,6,$27.20 ,0.100000001,146.8799896,4,Camembert Pierrot,Dairy Products
